Time,Channel A,Channel B,Channel C
(ns),(V),(mV),(mV)

-11.87777721,1.57480300,0.00000000,-1.18110200
-11.07777720,1.57480300,0.39370070,-1.18110200
-10.27777718,1.57480300,0.39370070,-0.78740150
-9.47777717,1.55905500,0.00000000,-1.18110200
-8.67777716,1.55905500,0.39370070,-1.18110200
-7.87777715,1.57480300,0.78740150,-1.18110200
-7.07777714,1.55905500,-0.39370070,-1.18110200
-6.27777713,1.55905500,0.39370070,-1.18110200
-5.47777712,1.57480300,0.39370070,-1.18110200
-4.67777711,1.57480300,0.39370070,-1.57480300
-3.87777710,1.55905500,0.39370070,-1.18110200
-3.07777709,1.57480300,-0.39370070,-1.57480300
-2.27777708,1.57480300,0.00000000,-1.57480300
-1.47777707,1.55905500,-0.39370070,-1.18110200
-0.67777706,1.46456700,0.78740150,-1.18110200
0.12222295,0.33070870,1.57480300,-1.18110200
0.92222296,-0.11023620,0.00000000,-0.78740150
1.72222298,0.04724409,0.00000000,-1.18110200
2.52222299,0.07874016,0.00000000,-1.18110200
3.32222300,0.11023620,0.39370070,-1.18110200
4.12222301,0.09448819,0.00000000,-1.57480300
4.92222302,0.06299213,0.00000000,-0.78740150
5.72222303,0.04724409,-0.39370070,-1.18110200
6.52222304,0.06299213,0.39370070,-1.57480300
7.32222305,0.06299213,0.39370070,-1.96850400
8.12222306,0.04724409,-0.39370070,-1.18110200
8.92222307,0.04724409,0.00000000,-1.18110200
9.72222308,0.06299213,0.00000000,-1.18110200
10.52222309,0.04724409,0.00000000,-1.18110200
11.32222310,0.04724409,0.39370070,-0.78740150
12.12222311,0.03149606,0.00000000,0.00000000
12.92222312,0.03149606,0.78740150,0.39370070
13.72222314,0.04724409,1.96850400,1.18110200
14.52222315,0.03149606,1.57480300,1.18110200
15.32222316,0.03149606,2.75590500,1.18110200
16.12222317,0.03149606,2.75590500,1.96850400
16.92222318,0.03149606,2.75590500,1.18110200
17.72222319,0.03149606,2.75590500,1.57480300
18.52222320,0.03149606,2.75590500,1.18110200
19.32222321,0.03149606,2.75590500,1.18110200
20.12222322,0.03149606,3.14960600,0.78740150
20.92222323,0.03149606,2.75590500,1.57480300
21.72222324,0.03149606,3.14960600,1.18110200
22.52222325,0.03149606,2.75590500,1.57480300
23.32222326,0.03149606,3.14960600,1.57480300
24.12222327,0.03149606,3.14960600,1.18110200
24.92222329,0.03149606,2.75590500,1.96850400
25.72222330,0.01574803,3.14960600,1.57480300
26.52222331,0.03149606,2.36220500,1.57480300
27.32222332,0.03149606,2.75590500,1.18110200
28.12222333,0.03149606,3.14960600,1.57480300
28.92222334,0.03149606,2.75590500,1.57480300
29.72222335,0.01574803,3.14960600,1.57480300
30.52222336,0.01574803,3.54330700,1.96850400
31.32222337,0.01574803,2.36220500,1.57480300
32.12222338,0.01574803,2.75590500,1.57480300
32.92222339,0.00000000,2.36220500,1.18110200
33.72222340,0.03149606,2.36220500,1.18110200
34.52222341,0.04724409,2.36220500,0.78740150
35.32222342,0.03149606,2.75590500,0.78740150
36.12222343,0.01574803,2.36220500,0.78740150
36.92222345,0.01574803,1.96850400,1.18110200
37.72222346,0.03149606,2.75590500,1.18110200
38.52222347,0.03149606,3.14960600,1.18110200
39.32222348,0.01574803,2.36220500,1.18110200
40.12222349,0.01574803,2.75590500,1.57480300
40.92222350,0.01574803,1.96850400,1.18110200
41.72222351,0.01574803,2.75590500,0.78740150
42.52222352,0.01574803,1.96850400,1.18110200
43.32222353,0.03149606,2.36220500,1.18110200
44.12222354,0.01574803,2.36220500,1.18110200
44.92222355,0.01574803,2.36220500,1.18110200
45.72222356,0.01574803,2.36220500,1.18110200
46.52222357,0.01574803,1.96850400,0.78740150
47.32222358,0.01574803,1.96850400,0.39370070
48.12222359,0.01574803,1.57480300,0.78740150
48.92222361,0.01574803,2.75590500,1.18110200
49.72222362,0.01574803,1.57480300,1.18110200
50.52222363,0.01574803,2.36220500,0.78740150
51.32222364,0.01574803,2.75590500,0.78740150
52.12222365,0.01574803,2.75590500,1.57480300
52.92222366,0.01574803,2.75590500,1.18110200
53.72222367,0.01574803,2.36220500,0.78740150
54.52222368,0.01574803,2.36220500,1.18110200
55.32222369,0.01574803,2.36220500,1.18110200
56.12222370,0.00000000,2.36220500,0.78740150
56.92222371,0.01574803,2.36220500,0.78740150
57.72222372,0.01574803,2.36220500,0.39370070
58.52222373,0.01574803,1.96850400,0.78740150
59.32222374,0.01574803,2.36220500,0.78740150
60.12222376,0.00000000,2.36220500,1.18110200
60.92222377,0.01574803,1.96850400,0.78740150
61.72222378,0.01574803,1.96850400,1.18110200
62.52222379,0.01574803,2.36220500,0.78740150
63.32222380,0.01574803,2.36220500,0.78740150
64.12222381,0.01574803,1.96850400,0.39370070
64.92222382,0.01574803,1.57480300,0.39370070
65.72222383,0.01574803,1.96850400,0.39370070
66.52222384,0.01574803,1.96850400,0.78740150
67.32222385,0.01574803,1.96850400,0.39370070
68.12222386,0.01574803,1.57480300,0.78740150
68.92222387,0.00000000,1.57480300,0.39370070
69.72222388,0.01574803,1.57480300,0.39370070
70.52222389,0.01574803,1.18110200,0.78740150
71.32222390,0.01574803,1.18110200,0.39370070
72.12222392,0.01574803,2.36220500,0.78740150
72.92222393,0.01574803,1.96850400,1.18110200
73.72222394,0.01574803,1.96850400,0.39370070
74.52222395,0.00000000,1.18110200,0.78740150
75.32222396,0.01574803,1.96850400,0.39370070
76.12222397,0.00000000,1.96850400,0.39370070
76.92222398,0.01574803,2.36220500,0.00000000
77.72222399,0.01574803,1.96850400,0.78740150
78.52222400,0.01574803,1.57480300,0.39370070
79.32222401,0.01574803,1.57480300,0.00000000
80.12222402,0.01574803,1.57480300,0.39370070
80.92222403,0.01574803,1.18110200,0.39370070
81.72222404,0.01574803,1.57480300,0.39370070
82.52222405,0.01574803,1.18110200,-0.39370070
83.32222406,0.01574803,1.18110200,0.00000000
84.12222408,0.01574803,1.57480300,0.00000000
84.92222409,0.01574803,1.57480300,0.39370070
85.72222410,0.01574803,1.57480300,-0.39370070
86.52222411,0.01574803,1.18110200,0.39370070
87.32222412,0.00000000,1.96850400,0.00000000
88.12222413,0.00000000,1.18110200,0.00000000
88.92222414,0.01574803,1.57480300,0.39370070
89.72222415,0.01574803,1.96850400,0.00000000
90.52222416,0.01574803,1.18110200,0.00000000
91.32222417,0.01574803,1.18110200,0.00000000
92.12222418,0.01574803,1.18110200,0.00000000
92.92222419,0.01574803,1.57480300,0.00000000
