Time,Channel A,Channel B,Channel C
(ns),(V),(mV),(mV)

-11.44615358,1.54330700,0.39370070,-1.18110200
-10.64615357,1.54330700,0.39370070,-0.78740150
-9.84615356,1.54330700,0.39370070,-1.18110200
-9.04615355,1.54330700,0.39370070,-1.18110200
-8.24615354,1.54330700,0.00000000,-0.78740150
-7.44615353,1.54330700,0.00000000,-1.18110200
-6.64615352,1.54330700,0.00000000,-1.18110200
-5.84615351,1.54330700,0.78740150,-1.57480300
-5.04615350,1.55905500,0.00000000,-1.96850400
-4.24615348,1.55905500,0.39370070,-1.18110200
-3.44615347,1.54330700,0.39370070,-1.57480300
-2.64615346,1.55905500,0.39370070,-1.18110200
-1.84615345,1.54330700,0.39370070,-1.18110200
-1.04615344,1.52755900,0.00000000,-1.18110200
-0.24615343,0.75590550,0.78740150,-0.39370070
0.55384658,-0.06299213,-0.39370070,-0.78740150
1.35384659,0.00000000,0.00000000,-0.78740150
2.15384660,0.04724409,0.39370070,-0.78740150
2.95384661,0.11023620,0.78740150,-1.57480300
3.75384662,0.11023620,0.78740150,-1.57480300
4.55384663,0.07874016,1.18110200,-1.18110200
5.35384664,0.04724409,0.00000000,-0.78740150
6.15384665,0.07874016,0.78740150,-1.18110200
6.95384667,0.06299213,0.78740150,-1.18110200
7.75384668,0.06299213,0.39370070,-1.18110200
8.55384669,0.06299213,0.39370070,-1.57480300
9.35384670,0.06299213,0.78740150,-0.78740150
10.15384671,0.04724409,0.39370070,-1.18110200
10.95384672,0.03149606,0.00000000,-1.57480300
11.75384673,0.04724409,0.39370070,-0.78740150
12.55384674,0.04724409,0.39370070,-1.18110200
13.35384675,0.04724409,0.78740150,-1.57480300
14.15384676,0.03149606,0.39370070,-1.18110200
14.95384677,0.03149606,0.78740150,-0.78740150
15.75384678,0.04724409,0.39370070,-0.39370070
16.55384679,0.03149606,1.18110200,-0.78740150
17.35384680,0.03149606,1.18110200,-0.39370070
18.15384681,0.03149606,1.57480300,-0.39370070
18.95384683,0.03149606,1.18110200,-0.78740150
19.75384684,0.03149606,0.78740150,-0.78740150
20.55384685,0.03149606,0.78740150,-0.78740150
21.35384686,0.03149606,1.18110200,-0.78740150
22.15384687,0.03149606,0.78740150,-0.39370070
22.95384688,0.03149606,0.78740150,-0.78740150
23.75384689,0.01574803,0.78740150,-0.78740150
24.55384690,0.03149606,0.78740150,-0.39370070
25.35384691,0.03149606,0.39370070,-0.39370070
26.15384692,0.03149606,1.18110200,-0.78740150
26.95384693,0.01574803,1.18110200,-1.18110200
27.75384694,0.01574803,1.18110200,-0.78740150
28.55384695,0.03149606,0.39370070,-0.39370070
29.35384696,0.01574803,0.78740150,-0.78740150
30.15384697,0.01574803,0.78740150,-1.18110200
30.95384699,0.01574803,1.18110200,-0.78740150
31.75384700,0.01574803,1.18110200,-0.78740150
32.55384701,0.01574803,0.39370070,-1.18110200
33.35384702,0.01574803,0.78740150,-0.78740150
34.15384703,0.04724409,1.18110200,-0.39370070
34.95384704,0.03149606,1.18110200,-0.78740150
35.75384705,0.01574803,1.57480300,-0.39370070
36.55384706,0.01574803,1.57480300,-0.39370070
37.35384707,0.03149606,0.78740150,-1.18110200
38.15384708,0.03149606,0.78740150,-1.18110200
38.95384709,0.01574803,1.18110200,-0.78740150
39.75384710,0.01574803,1.57480300,-0.78740150
40.55384711,0.01574803,1.18110200,-0.78740150
41.35384712,0.01574803,0.78740150,-1.18110200
42.15384714,0.01574803,0.78740150,-0.78740150
42.95384715,0.03149606,1.18110200,-1.18110200
43.75384716,0.01574803,0.78740150,-0.39370070
44.55384717,0.01574803,1.57480300,-1.18110200
45.35384718,0.01574803,0.78740150,-0.39370070
46.15384719,0.01574803,1.18110200,-0.78740150
46.95384720,0.01574803,0.78740150,-0.78740150
47.75384721,0.01574803,0.39370070,-0.78740150
48.55384722,0.01574803,0.78740150,-0.78740150
49.35384723,0.01574803,1.18110200,-0.39370070
50.15384724,0.01574803,1.57480300,-0.78740150
50.95384725,0.01574803,0.78740150,-1.18110200
51.75384726,0.01574803,1.18110200,-0.78740150
52.55384727,0.01574803,0.78740150,-0.78740150
53.35384728,0.01574803,1.18110200,-0.78740150
54.15384730,0.01574803,0.78740150,-0.78740150
54.95384731,0.01574803,0.39370070,-0.78740150
55.75384732,0.01574803,0.78740150,-1.18110200
56.55384733,0.01574803,0.78740150,-0.39370070
57.35384734,0.01574803,1.18110200,-0.78740150
58.15384735,0.01574803,0.78740150,-0.39370070
58.95384736,0.01574803,0.78740150,-0.78740150
59.75384737,0.01574803,1.18110200,-0.39370070
60.55384738,0.01574803,1.18110200,-0.78740150
61.35384739,0.01574803,1.18110200,-0.78740150
62.15384740,0.01574803,1.18110200,-0.78740150
62.95384741,0.01574803,0.78740150,0.00000000
63.75384742,0.01574803,0.78740150,-1.57480300
64.55384743,0.01574803,1.18110200,-0.78740150
65.35384744,0.01574803,0.78740150,-0.78740150
66.15384746,0.01574803,0.78740150,-0.78740150
66.95384747,0.00000000,1.18110200,-1.18110200
67.75384748,0.00000000,0.78740150,-0.78740150
68.55384749,0.00000000,0.39370070,-1.18110200
69.35384750,0.01574803,0.78740150,-0.78740150
70.15384751,0.00000000,1.18110200,-0.78740150
70.95384752,0.00000000,0.78740150,-1.18110200
71.75384753,0.01574803,0.78740150,-1.18110200
72.55384754,0.01574803,1.18110200,-0.78740150
73.35384755,0.01574803,0.39370070,-0.78740150
74.15384756,0.01574803,1.18110200,-0.39370070
74.95384757,0.01574803,0.78740150,-1.18110200
75.75384758,0.01574803,0.00000000,-0.78740150
76.55384759,0.01574803,0.78740150,-0.39370070
77.35384761,0.01574803,0.78740150,-1.18110200
78.15384762,0.00000000,1.18110200,-0.39370070
78.95384763,0.00000000,0.78740150,-0.39370070
79.75384764,0.00000000,0.78740150,-0.39370070
80.55384765,0.01574803,1.18110200,-0.78740150
81.35384766,0.01574803,0.39370070,-0.39370070
82.15384767,0.01574803,0.78740150,-0.39370070
82.95384768,0.01574803,0.39370070,-0.39370070
83.75384769,0.01574803,1.18110200,-0.39370070
84.55384770,0.01574803,0.39370070,-0.78740150
85.35384771,0.01574803,0.78740150,-0.78740150
86.15384772,0.01574803,0.78740150,-0.78740150
86.95384773,0.01574803,0.39370070,-0.78740150
87.75384774,0.00000000,0.39370070,-0.78740150
88.55384775,0.01574803,0.39370070,-0.78740150
89.35384777,0.01574803,1.18110200,-0.78740150
90.15384778,0.01574803,0.78740150,-0.39370070
90.95384779,0.01574803,0.78740150,-1.18110200
91.75384780,0.01574803,0.39370070,-0.78740150
92.55384781,0.01574803,0.78740150,-0.78740150
93.35384782,0.00000000,0.78740150,-1.18110200
